“thread”
100,100,0,0,58.790555,0.587906,3.014524,3.991454,0.039915,0.102739,3.074987
200,200,0,0,127.937855,0.639689,3.103198,20.777753,0.103889,0.244601,3.122527
300,300,0,0,186.042942,0.620143,3.279682,14.439385,0.048131,0.165996,3.324649
400,400,0,0,375.121835,0.937805,7.146666,45.149706,0.112874,0.375317,7.181782
500,500,0,0,699.840992,1.399682,15.176100,36.565621,0.073131,0.296722,15.199279
600,600,0,0,681.393631,1.135656,7.393955,44.484114,0.074140,0.295848,7.433070
700,700,6,0,964.197601,1.377425,7.441825,43.028255,0.061469,0.275236,19.432503
800,800,0,0,1227.051278,1.533814,7.607200,46.250206,0.057813,0.240624,7.626490
900,900,15,0,1109.720913,1.233023,7.170838,90.853183,0.100948,0.566301,20.603368
1000,1000,0,0,1546.632024,1.546632,7.736312,91.144508,0.091145,0.451541,8.058870
